ADD ITEM BAG NEW Nhị vĩ, SL: 1 lý do: Lệnh chat ADMIN, TIME: 18/03/2024 09:54 SA
ADD BẠC KHÓA +24, tổng: 125661223 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +16, tổng: 125661239 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Nhặt từ Map: 103, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +21, tổng: 125661260 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +16, tổng: 125661276 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +24, tổng: 125661300 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +23, tổng: 125661323 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +23, tổng: 125661346 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +20, tổng: 125661366 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Nhặt từ Map: 103, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +18, tổng: 125656776 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +23, tổng: 125656799 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +24, tổng: 125656823 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Nhặt từ Map: 103, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 6, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 7, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 8, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +16, tổng: 125560071 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +16, tổng: 125560087 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +24, tổng: 125560111 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 9, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +23, tổng: 125265222 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +18, tổng: 125265240 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +23, tổng: 125265263 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +19, tổng: 125265282 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Nhặt từ Map: 103, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +24, tổng: 125265306 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Nhặt từ Map: 103, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 6, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +17, tổng: 125260715 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +22, tổng: 125260737 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +15, tổng: 125260752 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +16, tổng: 125260768 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Nhặt từ Map: 103, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +20, tổng: 125260788 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +18, tổng: 125260806 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +18, tổng: 125260824 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +16, tổng: 125260840 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +20, tổng: 125260860 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +22, tổng: 125260882 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +18, tổng: 125260900 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +20, tổng: 125260920 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +25, tổng: 125260945 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +21, tổng: 125260966 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +16, tổng: 125260982 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +20, tổng: 125261002 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +17, tổng: 125261019 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +19, tổng: 125261038 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +19, tổng: 125261057 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +18, tổng: 125261075 lý do: Nhặt từ Map, TIME: 13/08/2025 22:38 PM

ADD BẠC KHÓA +18, tổng: 125261093 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD VÀNG KHÓA +6, tổng: 28057 lý do: Nhận từ vòng quay, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +16, tổng: 125261109 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Nhặt từ Map: 103, TIME: 13/08/2025 22:39 PM

ADD ITEM BAG NEW Đá cấp 6, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +15, tổng: 125256516 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD ITEM BAG NEW Đá cấp 7, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +19, tổng: 125238103 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +24, tổng: 125238127 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +21, tổng: 125238148 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +23, tổng: 125238171 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +18, tổng: 125238189 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +20, tổng: 125238209 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +15, tổng: 125238224 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +21, tổng: 125238245 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +16, tổng: 125238261 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +21, tổng: 125238282 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +20, tổng: 125238302 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +18, tổng: 125238320 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +22, tổng: 125238342 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +16, tổng: 125238358 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +23, tổng: 125238381 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +25, tổng: 125238406 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +15, tổng: 125238421 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +19, tổng: 125238440 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +25, tổng: 125238465 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +25, tổng: 125238490 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Nhặt từ Map: 103, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +15, tổng: 125238505 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +15, tổng: 125238520 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +17, tổng: 125238537 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +16, tổng: 125238553 lý do: Nhặt từ Map, TIME: 13/08/2025 22:39 PM

ADD ITEM BAG NEW Cải trang Anbu Cọp, SL: 1 lý do: Mở từ rương cải trang, TIME: 13/08/2025 22:39 PM

ADD BẠC KHÓA +18, tổng: 125238571 lý do: Nhặt từ Map, TIME: 13/08/2025 22:40 PM

ADD ITEM BAG XẾP CHỒNG NEW Đá Sharingan, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG XẾP CHỒNG NEW Đá Rinnegan, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG XẾP CHỒNG NEW Đá Myoboku, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 3 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 5 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 6 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 12 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 13 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 26 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 27 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 54 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 3 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 6 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 7 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 14 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 55 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 110 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 15 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 30 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 3 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 6 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 31 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 62 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 63 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 126 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 7 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 14 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG XẾP CHỒNG NEW Đá Byakugan, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 111 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 222 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 3 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 6 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 15 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 30 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 7 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 14 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 127 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 254 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 31 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 62 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 15 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 30 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 31 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:41 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 62 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 63 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 126 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 223 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 446 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 63 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 255 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 126 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 510 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 511 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 1022 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 127 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 254 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 447 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 894 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 895 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 1790 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 255 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 510 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 1791 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 3582 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 511 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 1022 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 1023 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 2046 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 3583 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 7166 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 7167 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 14334 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 1023 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 2046 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 2047 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 4094 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 4095 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 8190 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 14335 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Myoboku, SL: 28670 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Lệnh bài Hokage Vũ Khí, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Lệnh bài Hokage Giày, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Hồng ngọc, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Hồng ngọc, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Ngọc bích, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Lam ngọc, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Lục bảo, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Hải lam, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Hỗ phách, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Ngọc bích, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lam ngọc, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Lệnh bài Hokage Dây Thừng, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Lệnh bài Hokage Áo, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Thạch anh, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Hồng ngọc, SL: 3 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG XẾP CHỒNG NEW Kim cương, SL: 1 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lam ngọc, SL: 3 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Hỗ phách, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lục bảo, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Hồng ngọc, SL: 4 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lục bảo, SL: 3 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Thạch anh, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lục bảo, SL: 4 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Ngọc bích, SL: 3 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lục bảo, SL: 5 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Hải lam, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Hồng ngọc, SL: 5 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lục bảo, SL: 6 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Thạch anh, SL: 3 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lệnh bài Hokage Giày, SL: 2 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lục bảo, SL: 7 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lục bảo, SL: 8 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lục bảo, SL: 9 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Lục bảo, SL: 10 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 127 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 254 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 2047 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Sharingan, SL: 4094 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 8191 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 8192 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 16384 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Byakugan, SL: 24575 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

ADD ITEM BAG Xếp chồng Đá Rinnegan, SL: 255 lý do: Nhặt từ Map: 89, TIME: 13/08/2025 22:42 PM

